id,source,target,type
1233,419,4428,made pilgrimage to
1234,421,4410,lived in
1235,422,4456,born in
1236,422,4459,studied in
1237,422,4430,lived in
1238,422,4441,visited
1239,422,4477,visited
1240,422,4428,made pilgrimage to
1241,423,4503,born in
1242,423,4571,visited
1243,423,4459,visited
1244,423,4428,visited
1245,424,4456,work in
1246,425,4588,buried in
1247,425,4589,ancestral country of
1248,431,4590,born in
1249,431,4459,buried in
1250,433,4459,born in
1251,433,4428,made pilgrimage to
1252,433,4459,buried in
1253,436,4457,ancestral country of
1254,437,4591,ancestral country of
1255,438,4419,ancestral country of
1256,438,4554,lived in
1257,35,4592,ancestral country of
1258,35,4430,died in
1259,441,4438,place of birth
1260,445,4593,lived in
1261,451,4398,lived in
1262,457,4457,born in
1263,457,4404,died in
1264,459,4594,born in
1265,8,4567,born in
1266,8,4428,made pilgrimage to
1267,8,4419,visited
1268,8,4567,died in
1269,13,4405,born in
1270,13,4450,studied in
1271,13,4457,studied in
1272,13,4595,work in
1273,13,4596,work in
1274,13,4419,participated in the conquest of
1275,13,4419,died in
1276,13,4388,work in
1277,13,4388,participated in the founding of
1278,16,4410,lived in
1279,16,4410,died in
1280,17,4597,born in
1281,17,4459,studied in
1282,17,4430,taught in
1283,17,4456,died in
1284,22,4598,born in
1285,22,4419,studied in
1286,22,4404,studied in
1287,22,4404,work in
1288,22,4598,work in
1289,22,4410,lived in
1290,22,4410,died in
1291,17,4430,exiled from
1292,47,4599,born in
1293,84,4419,studied in
1294,84,4430,taught in
1295,84,4554,taught in
1296,84,4430,died in
1297,85,4386,born in
1298,85,4419,work in
1299,85,4386,work in
1300,85,4398,died in
1301,88,4390,born in
1302,88,4450,studied in
1303,88,4390,taught in
1304,88,4390,exiled from
1305,88,4600,imprisoned in
1306,88,4541,lived in
1307,88,4390,died in
1308,95,4541,born in
1309,95,4419,studied in
1310,95,4541,died in
1311,97,4398,lived in
1312,97,4386,visited
1313,97,4601,visited
1314,97,4426,visited
1315,97,4398,killed in
1316,100,4404,exiled from
1317,143,4450,studied in
1318,143,4466,work in
1319,143,4386,lived in
1320,146,4422,buried in
1321,146,4485,born in
1322,420,4427,born in
1323,420,4419,visited
1324,428,4561,born in
1325,428,4404,lived in
1326,428,4602,studied in
1327,428,4419,work in
1328,428,4428,made pilgrimage to
1329,428,4430,lived in
1330,428,4452,lived in
1331,428,4459,lived in
1332,428,4428,lived in
1333,428,4476,lived in
1334,428,4603,visited
1335,428,4455,visited
1336,428,4604,visited
1337,428,4605,lived in
1338,428,4605,died in
1339,429,4444,lived in
1340,429,4554,died in
1341,432,4419,born in
1342,432,4419,died in
1343,434,4589,born in
1344,434,4388,studied in
1345,434,4419,studied in
1346,434,4606,lived in
1347,434,4589,taught in
1348,434,4589,died in
1349,437,4591,buried in
1350,439,4448,born in
1351,439,4422,lived in
1352,440,4537,work in
1353,462,4535,born in
1354,462,4413,visited
1355,462,4389,visited
1356,462,4456,lived in
1357,463,4430,born in
1358,262,4607,visited
1359,262,4383,visited
1360,465,4608,born in
1361,465,4521,born in
1362,466,4609,place of birth
1363,465,4608,died in
1364,467,4413,ruled over
1365,123,4419,died in
1366,470,4610,place of birth
1367,475,4532,born in
1368,475,4554,studied in
1369,475,4430,studied in
1370,495,4428,born in
1371,495,4573,died in
1372,495,4588,buried in
1373,498,4568,born in
1374,498,4386,buried in
1375,499,4393,buried in
1376,499,4466,died in
1377,499,4617,born in
1378,502,4404,born in
1379,502,4404,died in
1380,502,4404,buried in
1381,505,4392,born in
1382,505,4392,died in
1383,505,4386,buried in
1384,524,4422,born in
1385,524,4541,visited
1386,524,4405,visited
1387,273,4450,born in
1388,273,4406,lived in
1389,273,4450,buried in
1390,179,4560,ancestral country of
1391,179,4619,ancestral country of
1392,387,4563,born in
1393,387,4620,born in
1394,387,4621,died in
1395,189,4410,born in
1396,186,4426,lived in
1397,186,4612,died in
1398,555,4404,ancestral country of
1399,555,4563,lived in
1400,556,4563,ruled over
1401,557,4563,lived in
1402,558,4563,lived in
1403,560,4422,lived in
1404,560,4422,studied in
1405,148,4422,died in
1406,148,4623,born in
1407,563,4624,born in
1408,563,4404,lived in
1409,563,4428,made pilgrimage to
1410,563,4404,died in
1411,566,4427,born in
1412,566,4525,studied in
1413,567,4525,taught in
1414,568,4625,born in
1415,568,4626,lived in
1416,568,4422,lived in
1417,568,4563,lived in
1418,568,4384,visited
1419,568,4540,visited
1420,568,4428,made pilgrimage to
1421,568,4568,visited
1422,568,4416,visited
1423,568,4419,visited
1424,568,4627,lived in
1425,568,4588,lived in
1426,568,4430,visited
1427,568,4554,visited
1428,568,4410,visited
1429,570,4563,lived in
1430,572,4563,ruled over
1431,573,4430,born in
1432,573,4460,studied in
1433,573,4513,studied in
1434,573,4430,studied in
1435,573,4560,visited
1436,573,4615,visited
1437,575,4391,ruled over
1438,575,4383,ruled over
1439,575,4449,ruled over
1440,573,4619,lived in
1441,573,4628,lived in
1442,573,4422,lived in
1443,573,4563,lived in
1444,573,4544,lived in
1445,573,4398,lived in
1446,573,4537,visited
1447,573,4404,died in
1448,576,4563,lived in
1449,577,4537,born in
1450,577,4419,taught in
1451,577,4419,lived in
1452,579,4563,ruled over
1453,580,4427,lived in
1454,581,4629,lived in
1455,582,4404,born in
1456,582,4404,died in
1457,584,4563,born in
1458,585,4461,born in
1459,585,4460,studied in
1460,585,4630,visited
1461,585,4383,lived in
1462,586,4611,born in
1463,586,4572,lived in
1464,586,4578,lived in
1465,586,4503,lived in
1466,586,4428,made pilgrimage to
1467,586,4407,lived in
1468,589,4528,born in
1469,591,4631,born in
1470,593,4632,died in
1471,593,4430,lived in
1472,480,4503,born in
1473,480,4633,died in
1474,480,4503,lived in
1475,480,4634,lived in
1476,480,4635,lived in
1477,480,4459,visited
1478,361,4637,born in
1479,361,4427,lived in
1480,140,4541,born in
1481,140,4560,lived in
1482,140,4383,visited
1483,140,4409,lived in
1484,140,4532,lived in
1485,140,4505,lived in
1486,140,4505,died in
1487,603,4639,born in
1488,605,4383,visited
1489,605,4477,visited
1490,605,4554,visited
1491,605,4419,visited
1492,605,4430,visited
1493,605,4641,born in
1494,609,4405,born in
1495,609,4405,lived in
1496,609,4642,lived in
1497,612,4563,lived in
1498,612,4510,born in
1499,613,4645,born in
1500,613,4419,lived in
1501,613,4560,lived in
1502,614,4386,born in
1503,614,4427,studied in
1504,614,4422,studied in
1505,614,4646,lived in
1506,614,4505,lived in
1507,616,4384,ancestral country of
1508,616,4419,lived in
1509,618,4427,born in
1510,618,4428,made pilgrimage to
1511,618,4419,lived in
1512,618,4450,lived in
1513,618,4523,died in
1514,619,4541,lived in
1515,621,4427,born in
1516,621,4449,lived in
1517,622,4560,lived in
1518,623,4406,lived in
1519,624,4648,born in
1520,93,4388,studied in
1521,93,4554,died in
1522,93,4431,lived in
1523,93,4389,lived in
1524,634,4398,born in
1525,634,4419,lived in
1526,634,4649,lived in
1527,634,4650,died in
1528,634,4650,work in
1529,637,4419,born in
1530,637,4589,died in
1531,638,4468,born in
1532,639,4651,born in
1533,639,4419,lived in
1534,639,4419,died in
1535,127,4481,ancestral country of
1536,127,4481,ancestral country of
1537,493,4610,imprisoned in
1538,493,4430,imprisoned in
1539,493,4513,born in
1540,493,4513,died in
1541,493,4653,buried in
1542,494,4419,born in
1543,494,4428,made pilgrimage to
1544,494,4654,visited
1545,646,4406,work in
1546,485,4655,place of birth
1547,485,4419,lived in
1548,485,4419,died in
1549,494,4460,work in
1550,494,4656,visited
1551,661,4465,lived in
1552,538,4429,lived in
1553,647,4585,born in
1554,647,4430,lived in
1555,647,4460,visited
1556,647,4383,visited
1557,647,4389,visited
1558,647,4459,died in
1559,170,4410,buried in
1560,499,4657,taught in
1561,502,4658,taught in
1562,502,4419,visited
1563,502,4389,visited
1564,502,4413,visited
1565,502,4444,visited
1566,502,4429,visited
1567,697,4659,born in
1568,697,4419,died in
1569,699,4459,born in
1570,700,4460,lived in
1571,700,4431,lived in
1572,701,4466,born in
1573,701,4428,killed in
1574,702,4419,lived in
1575,702,4660,lived in
1576,702,4410,lived in
1577,702,4410,died in
1578,702,4505,lived in
1579,704,4419,born in
1580,704,4389,visited
1581,704,4431,visited
1582,704,4460,visited
1583,704,4560,visited
1584,704,4656,lived in
1585,704,4661,died in
1586,704,4654,lived in
1587,707,4662,born in
1588,707,4386,studied in
1589,707,4419,work in
1590,708,4419,born in
1591,708,4573,work in
1592,709,4464,born in
1593,709,4404,studied in
1594,709,4419,lived in
1595,710,4457,born in
1596,710,4430,lived in
1597,711,4419,lived in
1598,712,4544,born in
1599,712,4663,died in
1600,713,4428,born in
1601,713,4426,lived in
1602,714,4664,born in
1603,715,4404,lived in
1604,715,4419,lived in
1605,715,4665,studied in
1606,715,4554,lived in
1607,716,4544,lived in
1608,717,4544,lived in
1609,718,4544,lived in
1610,720,4537,born in
1611,720,4387,lived in
1612,720,4593,visited
1613,720,4419,lived in
1614,720,4419,died in
1615,503,4537,visited
1616,503,4610,visited
1617,503,4398,visited
1618,503,4388,visited
1619,503,4410,visited
1620,503,4666,visited
1621,503,4667,visited
1622,725,4667,ruled over
1623,512,4668,born in
1624,732,4669,born in
1625,512,4670,studied in
1626,512,4671,visited
1627,512,4672,visited
1628,512,4673,taught in
1629,512,4674,visited
1630,738,4672,ruled over
1631,522,4450,born in
1632,522,4438,visited
1633,522,4675,visited
1634,539,4554,born in
1635,539,4428,visited
1636,539,4459,visited
1637,543,4390,born in
1638,758,4676,born in
1639,758,4430,lived in
1640,758,4459,lived in
1641,758,4459,died in
1642,765,4677,lived in
1643,760,4405,born in
1644,760,4419,lived in
1645,760,4588,lived in
1646,768,4678,born in
1647,768,4576,studied in
1648,768,4503,studied in
1649,768,4679,judge in
1650,768,4678,judge in
1651,768,4680,died in
1652,770,4512,born in
1653,770,4389,visited
1654,770,4509,visited
1655,770,4477,lived in
1656,770,4389,lived in
1657,770,4419,died in
1658,771,4682,born in
1659,771,4450,lived in
1660,771,4419,taught in
1661,518,4554,visited
1662,518,4661,visited
1663,518,4582,visited
1664,518,4419,visited
1665,518,4683,visited
1666,518,4684,born in
1667,772,4419,lived in
1668,773,4411,studied in
1669,773,4419,studied in
1670,773,4656,visited
1671,774,4559,died in
1672,776,4686,born in
1673,776,4513,studied in
1674,776,4389,visited
1675,776,4687,judge in
1676,776,4574,lived in
1677,777,4688,born in
1678,777,4509,visited
1679,777,4411,visited
1680,777,4413,visited
1681,777,4430,lived in
1682,777,4430,died in
1683,778,4419,lived in
1684,779,4602,born in
1685,779,4559,studied in
1686,779,4419,lived in
1687,747,4386,lived in
1688,780,4428,lived in
1689,781,4398,born in
1690,781,4456,lived in
1691,782,4410,lived in
1692,783,4406,visited
1693,783,4389,visited
1694,783,4509,visited
1695,784,4513,lived in
1696,785,4430,studied in
1697,785,4459,lived in
1698,787,4689,born in
1699,787,4459,lived in
1700,788,4430,lived in
1701,788,4411,visited
1702,788,4416,visited
1703,788,4398,visited
1704,789,4481,lived in
1705,789,4398,visited
1706,790,4393,born in
1707,790,4466,lived in
1708,791,4589,lived in
1709,794,4503,born in
1710,794,4535,lived in
1711,794,4633,studied in
1712,794,4690,judge in
1713,795,4575,born in
1714,795,4459,lived in
1715,796,4692,born in
1716,796,4419,lived in
1717,797,4602,born in
1718,797,4693,visited
1719,797,4573,lived in
1720,798,4459,lived in
1721,45,4419,lived in
1722,800,4386,lived in
1723,801,4430,lived in
1724,802,4419,lived in
1725,802,4419,lived in
1726,802,4554,lived in
1727,803,4633,born in
1728,803,4521,studied in
1729,803,4428,lived in
1730,803,4663,died in
1731,804,4457,judge in
1732,804,4419,visited
1733,805,4419,studied in
1734,805,4430,lived in
1735,806,4419,lived in
1736,806,4694,visited
1737,807,4411,lived in
1738,767,4431,lived in
1739,67,4383,born in
1740,67,4695,lived in
1741,67,4696,died in
1742,828,4560,ancestral country of
1743,826,4388,studied in
1744,826,4419,lived in
1745,826,4457,lived in
1746,826,4646,visited
1747,826,4457,died in
1748,849,4670,born in
1749,849,4419,visited
1750,849,4430,visited
1751,849,4388,died in
1752,849,4697,work in
1753,821,4428,born in
1754,821,4441,visited
1755,821,4698,taught in
1756,826,4699,taught in
1757,826,4700,taught in
1758,864,4702,born in
1759,864,4663,lived in
1760,864,4430,studied in
1761,864,4459,taught in
1762,865,4521,born in
1763,865,4633,judge in
1764,865,4459,lived in
1765,865,4703,visited
1766,866,4535,born in
1767,866,4459,lived in
1768,866,4430,lived in
1769,867,4459,lived in
1770,868,4704,lived in
1771,869,4568,born in
1772,870,4705,studied in
1773,870,4706,taught in
1774,871,4410,born in
1775,871,4430,visited
1776,871,4460,visited
1777,871,4419,died in
1778,871,4658,work in
1779,871,4707,studied in
1780,871,4708,buried in
1781,876,4398,lived in
1782,281,4398,born in
1783,281,4398,studied in
1784,281,4410,work in
1785,281,4428,made pilgrimage to
1786,281,4430,visited
1787,281,4452,visited
1788,281,4459,visited
1789,281,4459,died in
1790,875,4667,born in
1791,875,4560,visited
1792,875,4430,work in
1793,875,4460,work in
1794,875,4709,work in
1795,875,4710,work in
1796,875,4711,taught in
1797,875,4712,taught in
1798,875,4713,taught in
1799,875,4714,taught in
1800,875,4715,taught in
1801,875,4716,taught in
1802,875,4717,taught in
1803,875,4718,buried in
1804,882,4459,lived in
1805,883,4430,lived in
1806,884,4573,born in
1807,884,4719,judge in
1808,884,4419,lived in
1809,885,4459,visited
1810,885,4430,lived in
1811,885,4428,made pilgrimage to
1812,886,4589,lived in
1813,886,4419,lived in
1814,887,4459,lived in
1815,887,4513,visited
1816,887,4456,visited
1817,887,4430,visited
1818,887,4428,died in
1819,890,4720,born in
1820,890,4419,visited
1821,890,4720,died in
1822,891,4410,lived in
1823,892,4513,lived in
1824,894,4722,born in
1825,894,4430,born in
1826,895,4419,lived in
1827,895,4723,lived in
1828,896,4422,died in
1829,896,4428,made pilgrimage to
1830,900,4386,lived in
1831,901,4419,lived in
1832,902,4416,lived in
1833,903,4537,born in
1834,903,4725,work in
1835,903,4419,lived in
1836,904,4404,lived in
1837,906,4419,lived in
1838,911,4642,lived in
1839,916,4403,born in
1840,919,4727,taught in
1841,919,4459,lived in
1842,919,4728,buried in
1843,935,4730,buried in
1844,941,4731,born in
1845,941,4419,died in
1846,941,4428,visited
1847,941,4732,buried in
1848,942,4422,born in
1849,942,4410,visited
1850,942,4468,visited
1851,945,4658,studied in
1852,945,4471,visited
1853,945,4646,visited
1854,945,4667,lived in
1855,945,4667,buried in
1856,945,4735,visited
1857,752,4584,born in
1858,752,4430,lived in
1859,752,4430,buried in
1860,919,4736,born in
1861,966,4737,judge in
1862,968,4739,visited
1863,968,4740,visited
1864,968,4738,lived in
1865,968,4554,born in
1866,968,4428,visited
1867,968,4513,visited
1868,968,4709,buried in
1869,972,4681,lived in
1870,972,4681,buried in
1871,956,4743,born in
1872,985,4746,visited
1873,985,4747,visited
1874,985,4748,visited
1875,985,4749,visited
1876,985,4750,work in
1877,985,4746,buried in
1878,985,4751,born in
1879,743,4568,ruled over
1880,743,4752,lived in
1881,743,4404,lived in
1882,743,4568,died in
1883,1014,4468,born in
1884,1014,4386,lived in
1885,998,4398,born in
1886,1009,4754,died in
1887,997,4756,born in
1888,997,4419,visited
1889,997,4428,made pilgrimage to
1890,997,4541,lived in
1891,1029,4589,lived in
1892,1029,4757,visited
1893,1029,4759,buried in
1894,996,4760,born in
1895,996,4450,visited
1896,996,4416,visited
1897,996,4410,visited
1898,996,4428,made pilgrimage to
1899,996,4456,visited
1900,996,4419,visited
1901,996,4554,visited
1902,996,4627,visited
1903,996,4761,visited
1904,996,4426,lived in
1905,996,4426,killed in
1906,996,4567,buried in
1907,1052,4764,born in
1908,1052,4419,visited
1909,1052,4677,visited
1910,1052,4452,visited
1911,1059,4765,born in
1912,1059,4765,died in
1913,1059,4765,buried in
1914,1043,4658,work in
1915,1043,4430,visited
1916,1043,4419,buried in
1917,1125,4407,born in
1918,272,4426,born in
1919,272,4383,visited
1920,272,4477,visited
1921,288,4422,born in
1922,288,4541,studied in
1923,288,4541,died in
1924,1112,4772,born in
1925,1112,4773,died in
1926,1112,4730,buried in
